花火のような恋,http://music.163.com/song/media/outer/url?id=461519995.mp3
Bye-Bye Lover,http://music.163.com/song/media/outer/url?id=404783670.mp3
MEMORIES,http://music.163.com/song/media/outer/url?id=465675806.mp3
遇见,http://music.163.com/song/media/outer/url?id=28971284.mp3
聞こえますか,http://music.163.com/song/media/outer/url?id=522529624.mp3
スパークル,http://music.163.com/song/media/outer/url?id=449511871.mp3
东京不太热(日语版),http://music.163.com/song/media/outer/url?id=32063404.mp3
暧昧さ回避 （Cover：闇音レンリ）,http://music.163.com/song/media/outer/url?id=460362435.mp3
君のいない世界には音も色もない,http://music.163.com/song/media/outer/url?id=505267086.mp3
孟姜女 - 念白附,http://music.163.com/song/media/outer/url?id=35307939.mp3
昨日、今日、明日,http://music.163.com/song/media/outer/url?id=28546527.mp3
雨が降る,http://music.163.com/song/media/outer/url?id=28467071.mp3
またあした,http://music.163.com/song/media/outer/url?id=409020556.mp3
flower,http://music.163.com/song/media/outer/url?id=34986768.mp3
明日への扉/I WISH,http://music.163.com/song/media/outer/url?id=4897583.mp3
Southern Waves,http://music.163.com/song/media/outer/url?id=449577394.mp3
ねがいごと,http://music.163.com/song/media/outer/url?id=412327263.mp3
feel feat. tada aoi,http://music.163.com/song/media/outer/url?id=802632.mp3
カラフル Diary,http://music.163.com/song/media/outer/url?id=33469953.mp3
月灯り -Self Cover-,http://music.163.com/song/media/outer/url?id=405242084.mp3
JEWEL,http://music.163.com/song/media/outer/url?id=22737663.mp3
そしていま,http://music.163.com/song/media/outer/url?id=544171.mp3
雨の降る部屋,http://music.163.com/song/media/outer/url?id=36025113.mp3
失う,http://music.163.com/song/media/outer/url?id=39224531.mp3
「Li」voice.,http://music.163.com/song/media/outer/url?id=407889025.mp3
花火,http://music.163.com/song/media/outer/url?id=440101626.mp3
あなたにありがとう,http://music.163.com/song/media/outer/url?id=511922975.mp3
ツノルキモチ,http://music.163.com/song/media/outer/url?id=541499339.mp3
Song That Never Ends ～夢の続き～,http://music.163.com/song/media/outer/url?id=524149888.mp3
ERASE (Main Vocal Saori),http://music.163.com/song/media/outer/url?id=28481580.mp3
あおぞら,http://music.163.com/song/media/outer/url?id=556030920.mp3
Hesitate,http://music.163.com/song/media/outer/url?id=830656.mp3
何度も,http://music.163.com/song/media/outer/url?id=29787255.mp3
Still Love You,http://music.163.com/song/media/outer/url?id=563512.mp3
陽だまりの庭 ~Eternal Garden~,http://music.163.com/song/media/outer/url?id=554242263.mp3
今、歩き出す君へ,http://music.163.com/song/media/outer/url?id=504425755.mp3
カケラ,http://music.163.com/song/media/outer/url?id=620813.mp3
dialog,http://music.163.com/song/media/outer/url?id=445844847.mp3
アイコトバ,http://music.163.com/song/media/outer/url?id=475277789.mp3
雪花火,http://music.163.com/song/media/outer/url?id=465677827.mp3
oldToday,http://music.163.com/song/media/outer/url?id=487003519.mp3
三日月,http://music.163.com/song/media/outer/url?id=805120.mp3
HOME,http://music.163.com/song/media/outer/url?id=35505040.mp3
alternate（Cover 初音ミク）,http://music.163.com/song/media/outer/url?id=443291188.mp3
Last Snow,http://music.163.com/song/media/outer/url?id=29539190.mp3
君だったら（Cover Happy birthday）,http://music.163.com/song/media/outer/url?id=444706077.mp3
気づかないで,http://music.163.com/song/media/outer/url?id=22811354.mp3
say goodbye & good day,http://music.163.com/song/media/outer/url?id=588454.mp3
君がくれたコトバ,http://music.163.com/song/media/outer/url?id=29599738.mp3
眠れない夜に、眠らない夜は,http://music.163.com/song/media/outer/url?id=26624655.mp3
