忘了时间,http://music.163.com/song/media/outer/url?id=1293953023.mp3
北京夏夜,http://music.163.com/song/media/outer/url?id=28168581.mp3
拾荒地图,http://music.163.com/song/media/outer/url?id=93438.mp3
曾经盛夏,http://music.163.com/song/media/outer/url?id=862099917.mp3
是我的海,http://music.163.com/song/media/outer/url?id=375423.mp3
海上日出,http://music.163.com/song/media/outer/url?id=438462397.mp3
曲率飞行,http://music.163.com/song/media/outer/url?id=556995768.mp3
大梦初醒 Awaken ,http://music.163.com/song/media/outer/url?id=493283507.mp3
岛屿天明,http://music.163.com/song/media/outer/url?id=32431652.mp3
101号公路,http://music.163.com/song/media/outer/url?id=41663351.mp3
散步、北京.,http://music.163.com/song/media/outer/url?id=185286.mp3
柠檬白兰地,http://music.163.com/song/media/outer/url?id=434550135.mp3
光明的幻象,http://music.163.com/song/media/outer/url?id=416892372.mp3
远去的飞鸟,http://music.163.com/song/media/outer/url?id=548648155.mp3
悲伤珊瑚群,http://music.163.com/song/media/outer/url?id=32192121.mp3
红短发少女,http://music.163.com/song/media/outer/url?id=509581849.mp3
麦当劳少年,http://music.163.com/song/media/outer/url?id=434550739.mp3
后海冲浪手,http://music.163.com/song/media/outer/url?id=31708026.mp3
风雪夜归人,http://music.163.com/song/media/outer/url?id=562597260.mp3
沿海一公里,http://music.163.com/song/media/outer/url?id=159851.mp3
一去不回來,http://music.163.com/song/media/outer/url?id=483242432.mp3
永恒仲夏夜,http://music.163.com/song/media/outer/url?id=480583377.mp3
清醒白日梦,http://music.163.com/song/media/outer/url?id=509312579.mp3
多雨的城市,http://music.163.com/song/media/outer/url?id=368200.mp3
犀安路999号,http://music.163.com/song/media/outer/url?id=411315552.mp3
我的心像海水,http://music.163.com/song/media/outer/url?id=26326395.mp3
被雨困住的城市,http://music.163.com/song/media/outer/url?id=375340.mp3
我打工的咖啡厅,http://music.163.com/song/media/outer/url?id=26045004.mp3
伤心咖啡馆之歌（2012麻雀瓦舍live）,http://music.163.com/song/media/outer/url?id=527835559.mp3
在一片黑暗之中,http://music.163.com/song/media/outer/url?id=416531315.mp3
二月的素描与光,http://music.163.com/song/media/outer/url?id=351097.mp3
我们在世上流浪,http://music.163.com/song/media/outer/url?id=41633177.mp3
在小时候的黄昏见,http://music.163.com/song/media/outer/url?id=148868.mp3
师大公园地下司令,http://music.163.com/song/media/outer/url?id=384677.mp3
一个人在滨湖公园,http://music.163.com/song/media/outer/url?id=549360943.mp3
海面上睡去的太阳,http://music.163.com/song/media/outer/url?id=862102927.mp3
空气中的视听与幻觉,http://music.163.com/song/media/outer/url?id=375506.mp3
Nothing Without You,http://music.163.com/song/media/outer/url?id=536174076.mp3
Midsummer Madness,http://music.163.com/song/media/outer/url?id=571339219.mp3
The Loner (Midnight Version),http://music.163.com/song/media/outer/url?id=409149162.mp3
How To Prove Where You Are,http://music.163.com/song/media/outer/url?id=31890685.mp3
